n/a,7:59,Production,Chevrolet,Chevrolet Corvette C6 Z51,Jan Magnussen,2005-01-01,General Motors conducted test[citation needed]
n/a,7:59,Production,Cadillac,Cadillac CTS-V (2009),John Heinricy,2008-05-09,General Motors conducted test[264] video confirmed[265]
n/a,7:59,Production,Porsche,Porsche 911 Carrera S (996),Walter Rohrl,2004-06-01,"Wheels' magazine (06/2004) PASM setting ""Performance""[citation needed]"
n/a,7:59,Production,Nissan,Nissan Skyline GT-R R33 V-Spec,Dirk Schoysman,1997-01-01,Best Motoring - Time Attack / Autocar magazine 97 stock[citation needed][266]
n/a,7:59,Production,Dodge,Dodge Viper SRT-10 (2005),n/a,2005-11-01,Motor Trend[citation needed]
n/a,07:59.7,Production,Porsche,Porsche Cayenne Turbo S (958.2),n/a,2008-12-19,Porsche conducted test[267]
n/a,8:01,Production,Nissan,Nissan Skyline GT-R R33,Motoharu Kurosawa,1999-01-01,Best Motoring - Video Special DVD Series Prototype (weight/horsepower different from production car)[citation needed]
n/a,8:02,Production,Mercedes_Benz,Mercedes_Benz CLK63 AMG Black Series,n/a,2007-07-01,Auto Bild (07/2007)[citation needed]
20.6 km,8:02,Production,Aston_Martin,Aston_Martin DBS,Horst von Saurma,2009-01-01,Sport Auto (01/2009) Pirelli P Zero.[268]
n/a,8:03,Production,Aston_Martin,Aston_Martin V8 Vantage (2005),Horst von Saurma,2005-10-01,Sport Auto (10/2005)[citation needed]
20.6 km,8:03,Production,Jaguar,Jaguar XKR-S,Horst von Saurma,2012-03-01,Sport Auto (03/2012) Pirelli P-Zero six-speed automatic.[269]
n/a,8:03,Production,Porsche,Porsche 911 GT3 (996),Horst von Saurma,1999-08-01,Sport Auto (08/1999)[citation needed]
n/a,08:03.9,Production,Honda,Honda NSX-R (NA1),Motoharu Kurosawa,1995-01-01,"Best Motoring Video Special Vol. 25 ""NA1 NSX-R"" (1995) video confirmed[citation needed]"
20.6 km,8:04,Production,Lamborghini,Lamborghini Diablo GT,Horst von Saurma,2000-07-01,Sport Auto (07/2000) Pirelli P Zero.[270]
20.6 km,8:04,Production,Audi,Audi R8 4.2 FSI quattro,Horst von Saurma,2007-07-01,Sport Auto (07/2007) Pirelli P Zero Corsa manual.[271]
20.6 km,8:04,Production,Alfa_Romeo,Alfa_Romeo 4C,Horst von Saurma,2013-09-12,[272][273]
n/a,8:04,Production,Porsche,Porsche Cayman S,Walter Rohrl,2013-10-18,Sport Auto 19Â inch wheels ceramic brakes.[citation needed]
20.6 km,8:04,Production,Porsche,Porsche Boxster S (981),Horst von Saurma,2012-07-01,Sport Auto (07/2012) Pirelli P Zero PDK PCCB PASM.[274]
20.6 km,08:04.9,Production,Volkswagen,Volkswagen Golf GTI TCR (2019),Christian Gebhardt,2019-12-01,Sport Auto (12/2019) Michelin Pilot Sport Cup 2 N0.[275]
20.6 km,8:05,Production,BMW,BMW M3 E92,Horst von Saurma,2007-12-01,Sport Auto (12/2007)[276]
20.6 km,8:05,Production,Mercedes_Benz,Mercedes_Benz CLK63 Black Series,Horst von Saurma,2008-03-01,Sport Auto (03/2008) Pirelli P Zero Corsa.[277]
n/a,8:06,Production,Subaru,Subaru WRX STi Spec-C (2004),Motoharu Kurosawa,2006-01-01,Best Motoring Video 'NISMO Beast Unleashed'[278]
20.6 km,08:06.3,Production,Ford,Ford Focus RS (Mk III 2016),Christian Gebhardt,2017-01-01,Sport Auto (1/2017).[279][280]
n/a,08:06.6,Production,Honda,Honda NSX (NA1),Fredrik Sorlie,2016-09-01,Kumho HU36 D2 coilovers[281]
20.6 km,8:07,Production,Ford,Ford Mustang GT Performance Pack,Horst von Saurma,2012-07-01,Auto Zeitung[282][283]
n/a,8:07,Production,BMW,BMW Z8 E52,n/a,2001-06-01,Auto Bild (06/2001)[citation needed]
n/a,08:08.0,Production,Renault,Renault Megane RenaultSport 265 Trophy,Laurent Hurgon,2011-06-25,Renault Sport conducted test Bridgestone RE 050A (235/35 R19).[284][285]
20.6 km,08:08.7,Production,Porsche,Porsche 911 Turbo 3.3 (964),Motoharu Kurosawa,2001-01-01,Best Motoring conducted test[286][287]
n/a,8:09,Production,Audi,Audi RS4,Horst von Saurma,2006-06-01,Sport Auto (06/2006)[288]
n/a,8:09,Production,BMW,BMW M6 (E63),Horst von Saurma,2005-12-01,Sport Auto (12/2005) sport tyres 259Â km/h speed limiter.[citation needed]
n/a,8:09,Production,Honda,Honda NSX-R (facelift),Horst von Saurma,2002-08-01,Sport Auto (08/2002) sport tyres suspension modification.[289]
20.6 km,8:09,Production,Lamborghini,Lamborghini Diablo SV,Horst von Saurma,1997-01-01,Sport Auto (/1997) Pirelli P Zero Asimmetrico.[290]
n/a,8:10,Production,Porsche,Porsche Boxster S (987),n/a,2004-01-01,Porsche conducted test reported by SÃ¼ddeutsche Zeitung[291]
n/a,8:10,Production,Dodge,Dodge Viper GTS,Horst von Saurma,1997-10-01,Sport Auto (10/1997)[citation needed]
20.6 km,8:10,Production,BMW,BMW Alpina B6 S,Horst von Saurma,2008-05-01,Sport Auto (05/2008)[292]
n/a,08:11.2,Production,Mitsubishi,Mitsubishi Lancer Evo IX,Takayuki Kinoshita,2001-01-01,Best Motoring Video 14. Wet conditions not a true time attack.[citation needed]
n/a,8:12,Production,BMW,BMW Z4 M Coupe,n/a,2006-07-01,Evo Magazine (Issue 093 page 077)[citation needed]
20.6 km,8:13,Production,BMW,BMW E60 M5,Horst von Saurma,2004-12-01,Sport Auto (12/2004)[293]
20.6 km,8:13,Production,Dodge,Dodge Viper SRT-10 roadster (ZB),Horst von Saurma,2007-01-01,Sport Auto (2007) Michelin Pilot Sport.[294]
20.6 km,8:13,Production,Mercedes_Benz,Mercedes_Benz C63 AMG (W204),Horst von Saurma,2009-02-01,Sport Auto (02/2009) Michelin Pilot Sport 2 Performance Package (LSD composite brakes sport suspension).[295]
n/a,8:13,Production,Porsche,Porsche Cayenne Turbo (958),n/a,2011-01-27,Porsche conducted test air suspension PDCC no PASM.[296]
20.6 km,8:14,Production,Artega,Artega GT,Horst von Saurma,2010-12-01,Sport Auto (12/2010) Continental Conti ForceContact DSG optional sport suspension.[297]
n/a,8:14,Production,BMW,BMW Alpina B3 (E92) Biturbo Coupe,Horst von Saurma,2008-12-01,Sport Auto (12/2008) optional LSD and 19 inch wheels.[298]
n/a,8:14,Production,Range_Rover,Range_Rover Sport SVR (2015),n/a,2014-05-01,Range_Rover conducted test.[299][300]
20.6 km,8:15,Production,BMW,BMW 1 Series M Coupe (E82),Horst von Saurma,2011-07-01,Sport Auto (07/2011) Michelin Pilot Sport.[301]
20.6 km,8:15,Production,Honda,Honda Civic Type R (FK2),Christian Gebhardt,2016-04-01,Sport Auto (04/2016) Continental Conti SportContact 6 manual.[302]
n/a,08:16.1,Production,Honda,Honda NSX (NA1),Motoharu Kurosawa,1990-01-01,"Best Motoring Video Special Vol. 15 ""The Honda NSX"" (1990) video confirmed[citation needed]"
n/a,08:16.9,Production,Renault,Renault Megane RS R26.R,Vincent Bayle,2008-06-23,Renault Sport conducted test video confirmed [303]
20.6 km,8:17,Production,Porsche,Porsche Cayman S (987 2009),Horst von Saurma,2009-12-01,Sport Auto (12/2009) Bridgestone Potenza RE 050A N1 PDK LSD PASM Sport Chrono options.[304]
20.6 km,8:18,Production,BMW,BMW M135i (F20 2012),Horst von Saurma,2013-01-01,Sport Auto (01/2013) Michelin Pilot Super Sport manual Adaptive M suspension.[305]
n/a,8:18,Production,Lexus,Lexus IS-F,Horst von Saurma,2009-01-01,Sport Auto (2009)[306]
20.6 km,8:18,Production,Porsche,Porsche Boxster S (987 2009),Horst von Saurma,2009-12-01,Sport Auto (12/2009) Bridgestone Potenza RE 050A N1 PDK LSD PASM Sport Chrono options.[307]
n/a,8:18,Production,Ferrari,Ferrari 355,n/a,1997-06-01,Sport Auto (06/1997)[308]
20.6 km,08:19.5,Production,Holden,Holden VF SS Redline Ute,Rob Trubiani,2013-04-01,Holden Blog (04/2013)[309]
19.1 km,08:19.8,Production,Subaru ,Subaru BRZ,Fulvio Barozzini,2016-10-01,BTG Brakes and Tire modified.[310]
n/a,8:20,Production,Chevrolet,Chevrolet Camaro SS (2010),n/a,2010-01-01,GM conducted test.[311]
n/a,8:22,Production,Nissan,Nissan Skyline GT-R R32,Motoharu Kurosawa,1999-01-01,Best Motoring Video Special DVD[citation needed]
20.6 km,8:22,Production,BMW,BMW M3 E46,Horst von Saurma,2000-12-01,Sport Auto (12/2000) Michelin Pilot Sport.[312]
n/a,8:22,Production,BMW,BMW M3 E36/8,Horst von Saurma,1998-10-01,Sport Auto (10/1998)[citation needed]
20.6 km,8:22,Production,Mercedes_Benz,Mercedes_Benz C55 AMG  (W203),Horst von Saurma,2004-07-01,Sport Auto (7/2004) Pirelli P Zero Rosso.[313]
n/a,08:22.9,Production,Chevrolet,Chevrolet Cobalt SS/TC (2007),n/a,2007-10-01,Motor Trend (10/2007)[citation needed]
20.6 km,8:23,Production,Porsche,Porsche Boxster S (987 2006),Horst von Saurma,2006-04-01,Sport Auto (04/2006) Michelin Pilot Sport 2 N1 manual Sport Chrono PASM.[314]
20.6 km,08:23.1,Production,Porsche,Porsche 911 Carrera RS (964),Christian Gebhardt,2019-10-01,Sport Auto (10/2019) Pirelli P Zero Trofeo R N0.[145]
n/a,8:24,Production,Subaru,Cosworth Type 25 STI spec C (2010),Mark Chandler,2010-01-01,Sport Auto (2010) Sport tyres.[citation needed]
20.6 km,8:25,Production,Lotus,Lotus Exige S,Horst von Saurma,2008-06-01,Sport Auto (06/2008)[315]
20.6 km,8:25,Production,Jaguar,Jaguar XKR,Horst von Saurma,2006-12-01,Sport Auto (12/2006) Dunlop SP Sportmaxx six-speed automatic.[316]
n/a,8:25,Production,Audi,Audi RS4,Sean Moore,2007-02-01,[citation needed]
20.6 km,8:25,Production,Porsche,Porsche Cayman S (987),Horst von Saurma,2006-11-01,Sport Auto (11/2006) Michelin Pilot Sport 2 N1 PASM Sport Chrono.[317]
20.6 km,8:24,Production,Mitsubishi,Mitsubishi Lancer Evo VI,Horst von Saurma,1999-11-01,Sport Auto (11/1999) sport tyres.[citation needed]
20.6 km,8:25,Production,Mitsubishi,Mitsubishi Lancer Evo VII,Horst von Saurma,2002-11-01,Sport Auto (11/2002) Yokohama ADVAN.[318]
20.6 km,8:26,Production,Audi,Audi S5,Horst von Saurma,2008-01-01,Sport Auto (01/2008) Michelin Pilot Sport.[319]
20.6 km,8:26,Production,BMW,BMW 335i Coupe (E92),Horst von Saurma,2006-10-01,Sport Auto (10/2006) Bridgestone Potenza RE050A run-flat.[320]
20.6 km,8:26,Production,Ford,Ford Focus RS (Mk2),Horst von Saurma,2009-08-01,Sport Auto (08/2009) Continental Conti SportContact 3.[321]
n/a,8:26,Production,Nissan,Nissan 350Z,Horst von Saurma,2003-10-01,Sport Auto (10/2003)[citation needed]
20.6 km,8:28,Production,Mini,Mini John Cooper Works Pro (F56),Christian Gebhardt,2017-04-01,Sport Auto (04/2017) Pirelli P Zero.[322][323]
n/a,8:28,Production,Porsche,Porsche 911 Carrera (993),Horst von Saurma,1997-07-01,Sport Auto (07/1997)[citation needed]
20.6 km,8:29,Production,Audi,Audi TTS Coupe,Horst von Saurma,2008-10-01,Sport Auto (10/2008)[324]
n/a,8:30,Production,Alfa_Romeo,Alfa_Romeo Giulietta QV,n/a,2011-04-01,al Volante.it (04/2011)[325]
n/a,8:32,Production,Porsche,Porsche Boxster S,Horst von Saurma,1999-12-01,Sport Auto (12/1999)[citation needed]
20.6 km,8:35,Production,BMW,BMW M3 E36,Horst von Saurma,1997-03-01,Sport Auto (03/1997) Michelin MXX3 SMG automatic.[326]
n/a,08:35.0,Production,Ford,Ford Focus ST,Patrick Bernhard,2011-01-01,Factory claimed.[327][328]
n/a,8:35,Production,Opel,Opel Astra OPC 2.0T (240PS),Manuel Reuter,2008-01-01,Opel 05[citation needed]
19.1 km,8:36,Production,Volkswagen,Volkswagen Golf Mk5 VW R32 MKV DSG,RRRRpower,2009-10-04,BTG https://www.youtube.com/watch?v=xSnMcKdsfjg
n/a,8:38,Production,Honda,Honda NSX,n/a,1997-08-01,Sport Auto (08/1997)[citation needed]
n/a,8:39,Production,Honda,Honda S2000,Horst von Saurma,2000-01-01,Sport Auto (01/2000)[citation needed]
n/a,8:39,Production,Mazda,Mazda MAZDASPEED3 (Mazda3 MPS),Mark Ticehurst,2007-06-01,Mazda News (06/2007) Mazda Racing Driver 10th lap.[329][330]
n/a,8:40,Production,Chevrolet,Chevrolet Corvette C5,n/a,1997-07-01,Sport Auto (07/1997) automatic transmission.[citation needed]
n/a,8:42,Production,Lotus,Lotus Exige Mk1,Horst von Saurma,2000-11-01,Sport Auto (11/2000) Sport tyres.[331]
n/a,8:43,Production,Hyundai,Hyundai Genesis Coupe 3.8L,Dmitry Sokolov,2011-07-01,TopGear Russia (2011) automatic transmission[332]
19.1 km,08:43.3,Production,SEAT,SEAT Leon Cupra R Mk1,Oistein Helland,2010-08-07,BTG https://www.youtube.com/watch?v=BGwNecMZrtQ
n/a,08:43.5,Production,Chevrolet,Chevrolet HHR SS,n/a,2006-01-01,[citation needed]
n/a,8:47,Production,Volkswagen,Volkswagen Scirocco 2.0 TSI,Bernt Braten Andersen,2009-11-15,Minimalt.no[citation needed]
20.6 km,8:47,Production,Honda,Honda Civic Type-R 2.0i LS,Horst von Saurma,2001-11-01,Sport Auto (11/2001).[333]
n/a,08:48.0,Production,Opel,Opel Corsa OPC,Manuel Reuter,2007-09-04,Opel conducted test.[334]
20.6 km,8:50,Production,BMW,BMW M3 (E30),n/a,2010-09-01,Sport Auto (9/2010)[335]
19.1 km,8:50,Production,Tesla,Tesla Model S P85D,n/a,2015-08-05,BTG[336]
20.6 km,8:53,Production,Volkswagen,Volkswagen Golf GTI (Mk5),Horst von Saurma,2005-11-01,Sport Auto (11/2005) Michelin Pilot Exalto DSG.[337]
20.6 km,8:54,Production,Opel,Opel Corsa 1.6 Turbo OPC,Horst von Saurma,2008-04-01,Sport Auto (04/2008) Continental Conti SportContact.[338]
n/a,08:54.4,Production,Opel,Opel Zafira OPC,Manuel Reuter,1999-01-01,[citation needed]
n/a,8:55,Production,Range_Rover,Range_Rover Sport Supercharged (2010),Paul Wijgaertz,2009-08-12,Dynamic Adaptive Test - https://www.youtube.com/watch?v=4SYyxYDWtyk
19.1 km,9:00,Production,Tesla,Tesla Model 3 Performance,n/a,2019-04-08,BTG[339]
n/a,9:02,Production,Chevrolet ,Chevrolet Cobalt SS Turbo,John Heinricy,2007-10-01,Wet Track[340]
19.1 km,9:09,Production,Volkswagen,Volkswagen Lupo GTI,Daniel Schwerfeld,2002-09-29,BTG[341]
22.8km,16:01,Production,Trabant,Trabant P50,Factory team of VEB Sachsenring,1960-04-01,Production car with 20Â bhp during the final stage of the international Hanseat-Rallye.[342]
20.832 km,05:20.0,Special,Porsche,Porsche 919 Hybrid EVO,Timo Bernhard,2018-06-29,Modified LMP1-h (Le Mans prototype).
20.832 km,06:05.3,Special,Volkswagen,Volkswagen ID.R,Romain Dumas,2019-06-03,Average speed of 206.96Â km/h. Electric vehicle lap record and lowest energy consumption at 24.7 kWh.
20.6 km,06:40.3,Special,Porsche,Porsche 911 GT2 RS MR (991.2) by Manthey Racing,Lars Kern,2018-10-25,"Street-legal Michelin Pilot Sport Cup 2 R OEM ""Weissach Package"" OEM deletion of audio and communication system KW Competition 3-way race suspension larger wing and dive planes Porsche Motorsport bucket seat and harness on driver's side. Porsche conducted test."
20.6 km,06:43.2,Special,McLaren,McLaren P1 XP1 LM Prototype,Kenny Brack,2017-04-27,Modified by Lanzante Motorsport to meet road regulations. Car was without front number plate and therefore not road legal during the run.[355][356]
20.832 km,06:45.9,Special,NIO,NIO EP9,Peter Dumbreck,2017-05-12,NextEV-branded slicks.[359]
20.832 km,06:47.5,Special,Pagani,Pagani Zonda R,Marc Basseng,2010-06-29,n/a
20.6 km,06:57.5,Special,Subaru ,Subaru WRX STI Type RA NBR Special,Richie Stanaway,2017-07-21,Custom-built race car by Prodrive.
20.832 km,06:58.2,Special,Ferrari,Ferrari 599XX,Raffaele de Simone,2010-04-21,n/a
20.6 km,07:03.1,Special,Dodge,Dodge Viper ACR-X,n/a,2012-02-01,n/a
20.832 km,07:05.1,Special,NIO,NIO EP9,Peter Dumbreck,2016-10-14,NIO's first run in the Nurburgring taken in wet conditions.
20.6 km,07:09.6,Special,Porsche,Porsche 911 GT3 RS MR (991.1) by Manthey Racing,Christian Gebhardt,2017-08-16,Street-legal Michelin Pilot Sport Cup 2 N0 magnesium wheels KW Competition 3-way race suspension 911 R diffusor.
20.6 km,07:15.6,Special,Porsche,Porsche 911 GT2 (996) by Edo Competition,Patrick Simon,2005-08-04,Vehicle was tuned to produce 670Â bhp and 880Nm Torque.
20.832 km,07:20.1,Special,Lynk_And_Co,Lynk_&_Co 03 Cyan Concept,Thed Bjork,2019-08-23,Michelin Pilot Sport Cup 2 285/30R20.
20.832 km,7:22:00,Special,Ford,Mygale M12-SJ-Ford Ecoboost,Nick Tandy,2012-09-04,Technical info of chassis. Car is a series produced Formula Ford racer converted for road use that including the addition of registration plates wheel covers front and rear lights revised wing mirrors and a horn. The car was driven on road-legal tyres. Ford conducted test.
20.832 km,07:22.3,Special,Toyota,Toyota TMG EV P002,Jochen Krumbach,2012-10-02,Toyota Motorsport GmbH conducted test.
20.6 km,07:29.5,Special,BMW ,BMW M5 (F90) by AC Schnitzer,Jorg Muller,2018-08-22,n/a
n/a,7:37,Special,Porsche,Porsche 911 Carrera S (991.1) Prototype,n/a,2011-08-01,"Claimed by August Achleitner 911 Series Manager in Car & Driver August 2011 Edition. Time is for non-production Prototype Porsche (Type 991) Carrera S in its ""best configuration""."
n/a,7:46,Special,Jaguar,Jaguar XJ220 Prototype,John Nielsen,1991-01-01,Car wasn't road legal. A manual stopwatch in a promotional video by Jaguar was shown displaying this time. Not independently verified.
20.832 km,7:49,Special,Toyota,Toyota Supra,Herbert Schurg,1997-01-01,Refer to link for modification details. Modified by Japanese automotive accessory company Blitz it was claimed to be capable of 750Â PS (552Â kW; 740Â hp) but ran on 606Â bhp (452Â kW; 614Â PS) when time was recorded.
20.832 km,7:50,Special,BMW ,BMW X5 (E53) LM,Hans-Joachim Stuck,2005-08-01,BMW M70 S70B56 engine from a V12 LMR.
20.6 km,07:50.6,Special,Honda,Honda Civic Type R Prototype,n/a,2014-05-01,Honda conducted test development car with technical specifications representative of the final production car. FWD car record video confirmed.
20.832 km,7:55,Special,Subaru ,Subaru Impreza WRX STi Sedan (2011) Prototype,Tommi Makinen,2010-04-16,Subaru conducted test. MY2011 prototype with non-production upgrades and modifications. Subaru EJ207 engine from a 2010 JDM Subaru Impreza WRX STi R205 with larger turbo. Video confirmed.[390]
20.832 km,8:15,Special,BMW ,BMW Z4 M Roadster Prototype,n/a,2009-01-01,"""...we cant resist asking what its lap time is and Richter (Gerhard Richter director of M GmbH) reveals that it's 8:15 but that time was set with a development car rather than the final optimum production-ready car."""
20.6 km,08:19.8,Special,BMW ,BMW i8 by AC Schnitzer,Markus Oestreich,2017-01-01,"Bodykit with wing 21"" wheels wider tyres lowered suspension."
20.832 km,08:42.7,Special,Electric_Raceabout,Electric_Raceabout,Ralf Kelleners,2011-09-01,Electric_Raceabout of Finland is road legal and registered prototype battery electric vehicle. Test was run by Helsinki Metropolia University of Applied Sciences using Nokian Z G2 high performance road tyres.[392] Time will also be verified and published by Sport Auto.
20.832 km,08:56.8,Special,Chery,Chery Riich G5 2.0T,Dirk Schoysman,2009-10-13,Chery conducted test. This modified car differs from the production model with added roll-cage stripped out interior upgraded brakes rims and tyres. Not clear whether the engine had been tuned. Chery claimed that they have been the first Chinese auto maker that 'Conquered the Nurburgring (ä¸­å›½é¦–é©±ï¼Œå¾æœçº½åšæ ¼æž—ï¼)'.
19.1 km,9:12,Special,Jaguar,Jaguar S-Type Diesel,Sabine Schmitz,2004-11-21,Sabine Schmitz set this lap on her first try after telling Jeremy Clarkson that his time in the Jaguar of 9:59 was rubbish.
20.832 km,9:52,Special,Mini,Mini E racer Electric,Thomas Jager,2010-04-01,This was the first time under ten minutes recorded by an electric car.
19.1 km,9:59,Special,Jaguar,Jaguar S-Type Diesel,Jeremy Clarkson,2004-11-21,Clarkson was set a challenge to get a Jaguar S-Type 2.7 Diesel round the 'ring in under 10 minutes and after getting shown around and getting advice from Sabine Schmitz and quite a few attempts he managed a 9:59. Sabine went on to say that she could do this lap time in a van. She completed the lap in the same car as Clarkson in 9:12.
19.1 km,10:08.5,Special,Ford,Ford Transit,Sabine Schmitz,2005-01-01,After telling Jeremy Clarkson that she could do his lap time in a van Schmitz was set the same challenge as Clarkson but in a Ford Transit. After a few attempts she found this was impossible so she had to strip some weight out of the van and have a Dodge Viper drive in front of it for slipstream. Vehicle had several parts removed and the draft vehicle in front of it for the 10:08 lap time. Top Gear Series 6 Episode 7. Originally aired 10 July 2005[397]
22.810 km,11:48.0,Racing,Bugatti,Bugatti T51,Achille Varzi,1931-07-19,"1931 German Grand Prix, fastest lap[1]"
22.810 km,11:42.8,Racing,Alfa_Romeo,Alfa_Romeo Monza,Rudolf Caracciola,1932-05-29,"1932 Eifelrennen, fastest lap [2][3] (wet race?)"
22.810 km,10:49.4,Racing,Alfa_Romeo,Alfa_Romeo Tipo B/P3,Tazio Nuvolari,1932-07-17,"1932 German Grand Prix, fastest lap [4][5]"
22.810 km,10:43.8,Racing,Auto_Union,Auto_Union Type A,Hans Stuck,1934-07-15,"1934 German Grand Prix, fastest lap [9]"
22.810 km,10:45,Racing,Mercedes_Benz,Mercedes_Benz W25,Manfred von Brauchitsch,1935-06-14,"1935 Eifelrennen, quickest in practice day 1[10]"
22.810 km,11:03.4,Racing,Mercedes_Benz,Mercedes_Benz W25,Rudolf Caracciola,1935-06-16,"1935 Eifelrennen, fastest wet race lap[11][12]"
22.810 km,10:32.0,Racing,Mercedes_Benz,Mercedes_Benz W25,Manfred von Brauchitsch,1935-07-28,"1935 German Grand Prix, fastest lap, partially wet [13][14][15]"
22.810 km,11:25.0,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1936-06-14,"1936 Eifelrennen, fastest lap in fog and rain [16]"
22.810 km,10:03,Racing,Mercedes_Benz,Mercedes_Benz W25K,Rudolf Caracciola,1936-07-25,"1936 German Grand Prix, quickest in practice [17]"
22.810 km,09:56.3,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1936-07-26,"1936 German Grand Prix, fastest lap [18][19]"
22.810 km,9:57,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1937-06-12,"1937 Eifelrennen, pole [20][21]"
22.810 km,09:58.8,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1937-06-13,"1937 Eifelrennen, fastest lap [22]"
22.810 km,09:46.2,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1937-07-24,"1937 German Grand Prix, pole [23][24]"
22.810 km,09:53.4,Racing,Auto_Union,Auto_Union Type C,Bernd Rosemeyer,1937-07-25,"1937 German Grand Prix, fastest lap [22]"
22.810 km,09:48.3,Racing,Mercedes_Benz,Mercedes_Benz W154,Manfred von Brauchitsch,1938-07-23,"1938 German Grand Prix, pole [25][26]"
22.810 km,10:09.1,Racing,Mercedes_Benz,Mercedes_Benz W154,Richard Seaman,1938-07-24,"1938 German Grand Prix, fastest lap [27]"
22.810 km,9:54,Racing,Mercedes_Benz,Mercedes_Benz W154,Hermann Lang,1939-05-20,"1939 Eifelrennen, pole [28][29]"
22.810 km,09:52.2,Racing,Mercedes_Benz,Mercedes_Benz W154,Hermann Lang,1939-05-21,"1939 Eifelrennen, fastest lap[28]"
22.810 km,09:43.1,Racing,Mercedes_Benz,Mercedes_Benz W154,Hermann Lang,1939-07-22,"1939 German Grand Prix, pole [30]"
22.810 km,10:24.2,Racing,Mercedes_Benz,Mercedes_Benz W154,Rudolf Caracciola,1939-07-23,"1939 German Grand Prix, fastest lap, wet race [31]"
22.810 km,09:55.8,Racing,Ferrari,Ferrari 375,Alberto Ascari,1951-07-28,"1951 German Grand Prix, pole[32]"
22.810 km,09:55.8,Racing,Alfa_Romeo,Alfa_Romeo 158/159 Alfetta,Juan Manuel Fangio,1951-07-29,"1951 German Grand Prix, fastest lap [33]"
22.810 km,10:26.3,Racing,Mercedes_Benz,Mercedes_Benz W194 Spyder,Hermann Lang,1952-08-03,"1952 German Grand Prix sport car race, fastest lap[34]"
22.810 km,10:05.1,Racing,Ferrari,Ferrari 500,Alberto Ascari,1952-08-03,"1952 German Grand Prix (Formula 2 cars), fastest lap"
22.810 km,09:56.0,Racing,Ferrari,Ferrari 500,Alberto Ascari,1953-08-02,"1953 German Grand Prix (Formula 2 cars), fastest lap"
22.810 km,10:23,Racing,Lancia,Lancia D24,Robert Manzon,1953-08-30,"1953 1000 km NÃ¼rburgring, pole & fastest lap [35]"
22.810 km,09:50.1,Racing,Mercedes_Benz,Mercedes_Benz W196,Juan Manuel Fangio,1954-07-21,"1954 German Grand Prix, pole[36]"
22.810 km,09:55.1,Racing,Mercedes_Benz,Mercedes_Benz W196,Karl Kling,1954-08-01,"1954 German Grand Prix, fastest lap"
22.810 km,10:00.1,Racing,Mercedes_Benz,Mercedes_Benz 300 SLR,Juan Manuel Fangio,1955-05-28,1955 Eifelrennen pole [37]
22.810 km,10:10.8,Racing,Mercedes_Benz,Mercedes_Benz 300 SLR,Stirling Moss,1955-05-29,"1955 Eifelrennen, fastest lap"
22.810 km,10:05.3,Racing,Ferrari,Ferrari 860 Monza,Juan Manuel Fangio,1956-05-27,"1956 1000 km NÃ¼rburgring, fastest lap [38]"
22.810 km,09:41.6,Racing,Ferrari,Ferrari D50,Juan Manuel Fangio,1956-08-05,"1956 German Grand Prix, fastest lap"
22.810 km,09:17.4,Racing,Maserati,Maserati 250F,Juan Manuel Fangio,1957-08-04,"1957 German Grand Prix, fastest lap"
22.810 km,09:09.2,Racing,Vanwall,Vanwall,Stirling Moss,1958-08-03,"1958 German Grand Prix, fastest lap"
22.810 km,09:37.4,Racing,Ferrari,Ferrari 250 TR 59,Tony Brooks/Jean Behra,1959-06-06,"1959 1000 km NÃ¼rburgring, pole[39]"
22.810 km,09:40.5,Racing,Porsche,Porsche 718 RSK 1.6,Wolfgang von Trips,1959-06-06,"1959 1000 km NÃ¼rburgring, 2nd in qualifying[39][40]"
22.810 km,9:32,Racing,Aston_Martin,Aston_Martin DBR1,Stirling Moss,1959-06-07,"1959 1000 km NÃ¼rburgring, fastest lap [41]"
22.810 km,09:43.6,Racing,Porsche,Porsche 718 RS 60,Jo Bonnier/Olivier Gendebien,1960-05-21,"1960 1000 km NÃ¼rburgring, pole[42]"
22.810 km,9:37,Racing,Maserati,Maserati Tipo 61,Stirling Moss,1960-05-22,"1960 1000 km NÃ¼rburgring, fastest lap [42]"
22.810 km,09:33.7,Racing,Ferrari,Ferrari 246 SP,Wolfgang von Trips,1961-05-27,"1961 1000 km NÃ¼rburgring, pole[43][44]"
22.810 km,09:15.8,Racing,Ferrari,Ferrari 246 SP,Phil Hill,1961-05-28,"1961 1000 km NÃ¼rburgring, fastest lap [45]"
22.810 km,08:55.2,Racing,Ferrari,Ferrari 156,Phil Hill,1961-08-05,"1961 German Grand Prix, pole[46][47]"
22.810 km,08:57.8,Racing,Ferrari,Ferrari 156,Phil Hill,1961-08-06,"1961 German Grand Prix, fastest lap[46][48][49]"
22.810 km,08:47.2,Racing,Porsche,Porsche 804,Dan Gurney,1962-08-04,"1962 German Grand Prix, pole[50]"
22.810 km,10:12.2,Racing,BRM,BRM P57,Graham Hill,1962-08-05,"1962 German Grand Prix, fastest lap, wet race"
